%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
%Channels = Fp1, Fp2, F3, F4, Fz, Pz, O1, O2
%Data recorded at AIMS Lab (http://aimsl.uiu.ac.bd) by Rana Depto (mail@ranadepto.com)
%Brainwaves were obtained via the Ultracortex Mark IV Headset using the OpenBCI Cyton Board
%Recording Application = ConcentrateToday (https://concentrate.today)
%Data type = RAW data with noise
%Day No = 9
%Subject ID = 7
%Session ID = 7
%Record starting timestamp (UTC+6) = 2022-03-29T09:51:57.043703
%Record ending timestamp (UTC+6)   = 2022-03-29T09:52:52.076510
%Recorded durations = ~55 seconds
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
219.000000,-45270.597371,-30185.628555,-2252.608806,12269.833657,2.883375,39740.976958,20989.249169,24888.488637,0.054000,0.986000,-0.124000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.050984,0.000000
220.000000,-45280.521545,-30190.478884,-2258.330853,12265.206845,-3.241003,39741.647511,20980.308471,24897.049355,0.054000,0.986000,-0.124000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.050990,0.000000
221.000000,-45283.874307,-30191.685878,-2261.951835,12262.368174,-6.638468,39743.547409,20970.138427,24908.851076,0.054000,0.986000,-0.124000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.058951,0.000000
222.000000,-45288.992857,-30194.949233,-2270.579609,12257.115514,-13.075771,39746.050804,20955.900366,24927.335969,0.054000,0.986000,-0.124000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.058956,0.000000
223.000000,-45290.222203,-30195.776247,-2273.999426,12259.462447,-16.562643,39748.777717,20938.041322,24921.211591,-0.018000,1.022000,-0.102000,192.000000,255.000000,112.000000,31.000000,240.000000,252.000000,208.000000,0.000000,0.000000,0.000000,1648525917.065948,0.000000
224.000000,-45297.307706,-30201.297128,-2278.447423,12257.294328,-21.971765,39747.548371,20922.082176,24913.410832,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.065953,0.000000
225.000000,-45298.738217,-30197.832608,-2274.871144,12260.378869,-19.513073,39750.699967,20899.976301,24917.545905,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.074087,0.000000
226.000000,-45305.779017,-30196.446800,-2274.424109,12261.675270,-19.691887,39754.745633,20890.722679,24950.671190,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.080224,0.000000
227.000000,-45306.114293,-30187.975489,-2268.903228,12271.912369,-11.354686,39759.484203,20887.414621,24989.116191,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.080228,0.000000
228.000000,-45314.071514,-30190.389477,-2270.892533,12272.582921,-12.114645,39753.337473,20870.002612,25008.383394,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.087147,0.000000
229.000000,-45312.149264,-30186.522625,-2262.220056,12280.026052,-4.157424,39754.857392,20856.166882,25030.578677,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.087151,0.000000
230.000000,-45313.311555,-30185.606204,-2259.336681,12282.641206,-1.810491,39754.164488,20842.286449,25055.076188,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.095178,0.000000
231.000000,-45326.633194,-30190.791808,-2267.852696,12276.606235,-10.348858,39745.737880,20816.917219,25088.290881,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.095182,0.000000
232.000000,-45336.803238,-30190.791808,-2268.702062,12275.443944,-12.047590,39740.485220,20787.971710,25121.483221,-0.018000,1.022000,-0.102000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.103181,0.000000
233.000000,-45352.650625,-30198.480809,-2275.653455,12266.480895,-19.289555,39735.478429,20780.774448,25154.921431,-0.026000,1.028000,-0.094000,192.000000,255.000000,48.000000,32.000000,32.000000,253.000000,16.000000,0.000000,0.000000,0.000000,1648525917.103186,0.000000
234.000000,-45354.975206,-30192.892872,-2270.199629,12270.727726,-11.824073,39746.676653,20778.807494,25189.298414,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.109811,0.000000
235.000000,-45369.794413,-30195.373916,-2274.893495,12266.525598,-14.841558,39752.979845,20757.908613,25236.594705,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.109815,0.000000
236.000000,-45379.651532,-30194.681012,-2271.183106,12267.911407,-13.433398,39761.674674,20743.514090,25262.343915,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.117833,0.000000
237.000000,-45394.627201,-30199.173713,-2274.535868,12263.508113,-16.696753,39762.568744,20733.768729,25293.390488,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.117838,0.000000
238.000000,-45404.372561,-30196.580910,-2275.228772,12262.167008,-16.652050,39768.201383,20720.067110,25312.411822,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.125780,0.000000
239.000000,-45415.928413,-30191.551768,-2275.385234,12265.653880,-15.601518,39777.857337,20709.762956,25363.418503,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.125783,0.000000
240.000000,-45425.338498,-30188.735448,-2272.546562,12271.331223,-13.567509,39782.931183,20700.710499,25408.881951,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.132920,0.000000
241.000000,-45440.448277,-30189.964794,-2273.328873,12271.442982,-14.439227,39783.937011,20693.155610,25445.248240,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.140812,0.000000
242.000000,-45454.708690,-30190.322422,-2271.674844,12272.694680,-13.992192,39787.066255,20694.228493,25487.157761,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.140816,0.000000
243.000000,-45465.973969,-30188.578986,-2265.818687,12279.534314,-9.477140,39787.915622,20685.198389,25526.116851,-0.026000,1.028000,-0.094000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.148836,0.000000
244.000000,-45482.715426,-30189.473056,-2265.259894,12280.495439,-9.901823,39779.243145,20670.580348,25560.583241,-0.032000,1.016000,-0.074000,192.000000,255.000000,0.000000,31.000000,192.000000,253.000000,176.000000,0.000000,0.000000,0.000000,1648525917.148840,0.000000
245.000000,-45494.584202,-30187.595509,-2266.131612,12280.406032,-12.204052,39770.280095,20643.266516,25600.972843,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.155484,0.000000
246.000000,-45508.777560,-30186.053239,-2269.573780,12278.483782,-16.339125,39760.914714,20610.275341,25641.563611,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.155507,0.000000
247.000000,-45518.366458,-30185.606204,-2264.924617,12283.691738,-10.550023,39773.029360,20616.824402,25694.090211,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.162188,0.000000
248.000000,-45538.125400,-30195.083343,-2270.244333,12280.875418,-13.880433,39778.662000,20611.683501,25749.187261,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.162193,0.000000
249.000000,-45549.256569,-30197.363221,-2271.518382,12279.176686,-17.032029,39778.729055,20596.126687,25777.730438,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.170015,0.000000
250.000000,-45561.170049,-30197.787904,-2272.792431,12278.729651,-19.848349,39777.700875,20583.676765,25805.267788,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.170019,0.000000
251.000000,-45574.312875,-30196.066820,-2274.312350,12279.176686,-21.681192,39779.779587,20574.780771,25856.654448,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.178127,0.000000
252.000000,-45596.865785,-30204.851056,-2283.789490,12271.957072,-29.861931,39777.611468,20558.709867,25916.199495,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.178132,0.000000
253.000000,-45617.719962,-30210.640158,-2288.192783,12270.191284,-31.717125,39778.170261,20543.823605,25961.573537,-0.032000,1.016000,-0.074000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.185281,0.000000
254.000000,-45632.472114,-30211.131896,-2285.734091,12270.995947,-28.230253,39780.986581,20528.557364,26000.309110,-0.038000,0.992000,-0.072000,192.000000,254.000000,208.000000,31.000000,0.000000,253.000000,192.000000,0.000000,0.000000,0.000000,1648525917.185285,0.000000
255.000000,-45646.888989,-30213.724698,-2290.539717,12266.905578,-32.410029,39781.388912,20521.874192,26056.747264,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.191769,0.000000
0.000000,-45663.205762,-30217.546847,-2298.519289,12257.853122,-38.914387,39775.286886,20515.325131,26114.906504,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.199590,0.000000
1.000000,-45675.387463,-30215.848114,-2299.122786,12259.596558,-34.958128,39773.454043,20505.289198,26167.097827,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.199593,0.000000
2.000000,-45690.184318,-30219.312634,-2302.967286,12256.891996,-34.913425,39766.368540,20490.581750,26216.897513,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.207806,0.000000
3.000000,-45686.742149,-30208.069707,-2291.076158,12270.973595,-19.982460,39776.672694,20488.033651,26264.506729,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.207810,0.000000
4.000000,-45692.799472,-30200.894797,-2285.823498,12275.779221,-12.584032,39781.925354,20481.149314,26317.055680,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.215647,0.000000
5.000000,-45708.132769,-30201.118314,-2291.500842,12272.627625,-13.723971,39780.003104,20476.589558,26373.091504,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.215651,0.000000
6.000000,-45727.735249,-30209.030832,-2302.386141,12263.999851,-20.675364,39772.828194,20464.206691,26418.845525,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.223643,0.000000
7.000000,-45740.185170,-30213.568236,-2303.056693,12258.166046,-22.888186,39766.100319,20442.860775,26442.650132,-0.038000,0.992000,-0.072000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.223646,0.000000
8.000000,-45760.637016,-30219.983187,-2306.655324,12248.487741,-28.096143,39761.071177,20441.273801,26504.206837,-0.048000,1.014000,-0.068000,192.000000,254.000000,128.000000,31.000000,176.000000,253.000000,224.000000,0.000000,0.000000,0.000000,1648525917.231785,0.000000
9.000000,-45779.166613,-30222.330120,-2307.862318,12245.872586,-29.481951,39754.946799,20433.048360,26551.570183,-0.048000,1.014000,-0.068000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.231790,0.000000
10.000000,-45794.969296,-30222.106602,-2308.331705,12244.911461,-30.085448,39740.865200,20407.746185,26587.332974,-0.048000,1.014000,-0.068000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.237967,0.000000
11.000000,-45800.266659,-30217.636254,-2298.675752,12247.325450,-21.547082,39745.849639,20425.627580,26645.045179,-0.048000,1.014000,-0.068000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.237971,0.000000
12.000000,-45815.488197,-30217.591550,-2297.848737,12247.146636,-19.021335,39748.867124,20452.472025,26723.343339,-0.048000,1.014000,-0.068000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.244891,0.000000
13.000000,-45825.635889,-30211.936559,-2290.003275,12249.225348,-10.415913,39741.826325,20446.280592,26774.551186,-0.048000,1.014000,-0.068000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.244894,0.000000
14.000000,-45840.879779,-30210.304881,-2287.902211,12248.487741,-7.197262,39718.245234,20426.700464,26807.564712,-0.048000,1.014000,-0.068000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648525917.251961,0.000000
