%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
%Channels = Fp1, Fp2, F3, F4, Fz, Pz, O1, O2
%Data recorded at AIMS Lab (http://aimsl.uiu.ac.bd) by Rana Depto (mail@ranadepto.com)
%Brainwaves were obtained via the Ultracortex Mark IV Headset using the OpenBCI Cyton Board
%Recording Application = ConcentrateToday (https://concentrate.today)
%Data type = RAW data with noise
%Day No = 6
%Subject ID = 4
%Session ID = 7
%Record starting timestamp (UTC+6) = 2022-03-21T10:33:51.949421
%Record ending timestamp (UTC+6)   = 2022-03-21T10:34:17.783122
%Recorded durations = ~25 seconds
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
216.000000,22559.503920,-785.730873,27916.010072,23422.303608,41593.131911,18216.403510,2063.825973,-1611.694886,0.030000,0.948000,0.256000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.948986,0.000000
217.000000,22561.113246,-786.244963,27917.462935,23424.851707,41597.445798,18218.593981,2062.887199,-1608.789159,0.030000,0.948000,0.256000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.956850,0.000000
218.000000,22551.077312,-801.287687,27912.724365,23416.715672,41590.427350,18212.983693,2048.515028,-1631.118552,0.030000,0.948000,0.256000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.956858,0.000000
219.000000,22549.244469,-803.142882,27912.612607,23413.094689,41588.907431,18217.610504,2062.015481,-1635.074810,0.030000,0.948000,0.256000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.963901,0.000000
220.000000,22549.579745,-801.242983,27913.998415,23415.285160,41584.660600,18224.003103,2064.943560,-1604.743493,0.030000,0.948000,0.256000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.963906,0.000000
221.000000,22546.875184,-803.679324,27909.572769,23413.295855,41583.677123,18222.282019,2055.153496,-1617.506339,0.030000,0.948000,0.256000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.971499,0.000000
222.000000,22548.283344,-804.595745,27906.130601,23410.904218,41586.135815,18221.432653,2058.618016,-1631.364421,0.030000,0.948000,0.256000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.971503,0.000000
223.000000,22554.072446,-798.046684,27914.288987,23416.536858,41593.109559,18228.719321,2059.757955,-1606.352819,0.030000,0.950000,0.258000,192.000000,0.000000,240.000000,29.000000,176.000000,8.000000,16.000000,0.000000,0.000000,0.000000,1647837231.979373,0.000000
224.000000,22553.647763,-800.013638,27917.261769,23418.704977,41593.176614,18232.720284,2077.214667,-1599.602592,0.030000,0.950000,0.258000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.979378,0.000000
225.000000,22552.217251,-801.064170,27915.272464,23419.152012,41589.399170,18226.752368,2072.632560,-1611.940755,0.030000,0.950000,0.258000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1647837231.987503,0.000000
