%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
%Channels = Fp1, Fp2, F3, F4, Fz, Pz, O1, O2
%Data recorded at AIMS Lab (http://aimsl.uiu.ac.bd) by Rana Depto (mail@ranadepto.com)
%Brainwaves were obtained via the Ultracortex Mark IV Headset using the OpenBCI Cyton Board
%Recording Application = ConcentrateToday (https://concentrate.today)
%Data type = RAW data with noise
%Day No = 10
%Subject ID = 5
%Session ID = 7
%Record starting timestamp (UTC+6) = 2022-03-30T10:53:19.068627
%Record ending timestamp (UTC+6)   = 2022-03-30T10:53:44.937433
%Recorded durations = ~25 seconds
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
219.000000,-53880.221114,-40786.055122,18203.573609,-5542.249148,10668.934663,27382.451580,-40933.956615,-28004.411221,-0.036000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.073815,0.000000
220.000000,-53891.262876,-40800.628460,18190.922521,-5560.734041,10676.266036,27367.900594,-40940.930359,-28007.965148,-0.036000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.073822,0.000000
221.000000,-53887.507783,-40794.325268,18182.942949,-5556.800134,10652.103800,27370.851024,-40943.746679,-27999.069154,-0.036000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.081706,0.000000
222.000000,-53887.530135,-40789.676105,18182.831190,-5549.424058,10640.615003,27374.784932,-40947.725290,-28004.411221,-0.036000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.081711,0.000000
223.000000,-53875.594303,-40783.797596,18192.218923,-5543.254977,10650.472122,27382.138655,-40924.725345,-27988.250910,-0.028000,0.942000,0.254000,192.000000,255.000000,32.000000,29.000000,112.000000,7.000000,240.000000,0.000000,0.000000,0.000000,1648615999.088287,0.000000
224.000000,-53883.752690,-40792.470073,18192.241274,-5546.518331,10665.581902,27379.031763,-40912.342478,-27996.521055,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.088292,0.000000
225.000000,-53901.544678,-40808.004535,18173.912844,-5564.802058,10658.474047,27363.094969,-40922.221949,-27995.939910,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.095308,0.000000
226.000000,-53891.262876,-40794.437026,18175.186893,-5556.308395,10642.179625,27371.722743,-40942.360871,-28013.508381,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.103427,0.000000
227.000000,-53886.546658,-40790.525471,18178.338489,-5552.039212,10638.782160,27375.388429,-40926.848760,-27999.829113,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.103431,0.000000
228.000000,-53870.878085,-40776.935610,18202.903056,-5540.639823,10656.708259,27389.559435,-40914.577653,-27984.406410,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.111362,0.000000
229.000000,-53880.712853,-40788.111483,18202.768946,-5533.531968,10674.813172,27388.419496,-40927.407554,-27996.252834,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.111369,0.000000
230.000000,-53898.437786,-40807.155169,18181.735954,-5555.503733,10665.313681,27363.296135,-40967.774805,-28023.901942,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.117943,0.000000
231.000000,-53899.533021,-40803.958869,18171.588263,-5559.974082,10656.574149,27362.871452,-40956.978912,-28009.283901,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.117948,0.000000
232.000000,-53888.960646,-40790.905451,18183.345280,-5548.507637,10648.996907,27375.500187,-40910.733153,-27991.804837,-0.028000,0.942000,0.254000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.125959,0.000000
233.000000,-53888.535963,-40794.571137,18189.089678,-5552.262730,10660.083373,27381.557510,-40923.294833,-27994.285881,-0.026000,0.954000,0.262000,192.000000,255.000000,48.000000,29.000000,208.000000,8.000000,48.000000,0.000000,0.000000,0.000000,1648615999.125966,0.000000
234.000000,-53907.579649,-40813.324250,18176.080963,-5567.528971,10667.459448,27364.972516,-40940.148048,-28002.958358,-0.026000,0.954000,0.262000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.133937,0.000000
235.000000,-53917.570879,-40826.042393,18164.994498,-5577.877829,10648.996907,27347.247582,-40966.254886,-28015.050651,-0.026000,0.954000,0.262000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.133949,0.000000
236.000000,-53906.059731,-40813.659527,18172.459981,-5565.517314,10636.926965,27358.334048,-40965.003188,-28018.515172,-0.026000,0.954000,0.262000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.140995,0.000000
237.000000,-53892.648684,-40800.695515,18182.205341,-5552.687413,10626.779273,27366.671248,-40954.922552,-28021.867933,-0.026000,0.954000,0.262000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.140999,0.000000
238.000000,-53892.715739,-40799.533224,18188.374423,-5551.435715,10633.618907,27371.231004,-40939.276330,-28011.317910,-0.026000,0.954000,0.262000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.148569,0.000000
239.000000,-53890.726434,-40798.907375,18191.481315,-5547.568863,10656.283576,27372.236833,-40921.082010,-28005.662919,-0.026000,0.954000,0.262000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.148573,0.000000
240.000000,-53892.648684,-40802.148378,18185.871027,-5546.227759,10661.960919,27372.572109,-40920.657327,-27982.931195,-0.026000,0.954000,0.262000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1648615999.155607,0.000000
